Performance,Joke,HumanScorePostJokeOnly,Notes
2019-06-19 Trek Theater,job_joke.ogg.wav,-1,
2019-06-19 Trek Theater,domain_name_dot_com.wav,0,
2019-06-19 Trek Theater,siri_backpropagate.ogg.wav,0,
2019-06-19 Trek Theater,robot_sexy_times.ogg.wav,0,
2019-06-19 Trek Theater,power_cord_joke.wav,0,
2019-06-19 Trek Theater,bender_joke.ogg.wav,0,
2019-06-19 Trek Theater,white_people_joke.ogg.wav,0,
2019-06-19 Trek Theater,light_bulb_joke.ogg.wav,-1,
2019-06-19 Trek Theater,catfish_joke_2.ogg.wav,-1,
2019-06-19 Trek Theater,robot_tinder_2.ogg.wav,0,
2019-06-20 Bombs Away Cafe,robot_tinder_2.ogg.wav,-1,
2019-06-20 Bombs Away Cafe,light_bulb_joke.ogg.wav,0,
2019-06-20 Bombs Away Cafe,domain_name_joke.wav,0,
2019-06-20 Bombs Away Cafe,robot_name_joke_2.ogg.wav,0,
2019-06-20 Bombs Away Cafe,robot_sexy_times.ogg.wav,0,
2019-06-20 Bombs Away Cafe,big_chips_joke.ogg.wav,-1,
2019-06-20 Bombs Away Cafe,ip_address_joke_2.ogg.wav,-1,
2019-06-20 Bombs Away Cafe,congratulations_im_feeling_lucky.wav,1,
2019-06-20 Bombs Away Cafe,encryption_joke.ogg.wav,1,
2019-06-20 Bombs Away Cafe,domain_name_dot_com.wav,0,
2019-06-20 Bombs Away Cafe,closing_take_jobs.ogg.wav,1,
2019-06-20 Bombs Away Cafe,power_cord_joke.wav,0,
2019-06-20 Bombs Away Cafe,congratulations_youve_won_joke.wav,0,
2019-06-20 Bombs Away Cafe,catfish_joke_2.ogg.wav,0,
2019-08-15 Bombs Away Cafe,silicon_valley_joke_pt2.wav,0,
2019-08-15 Bombs Away Cafe,wall-e_joke.ogg.wav,1,
2019-08-15 Bombs Away Cafe,job_joke.ogg.wav,-1,
2019-08-15 Bombs Away Cafe,tags/catfish_joke_positive.ogg.wav,0,
2019-08-15 Bombs Away Cafe,tags/plastic_surgery_joke_negative.ogg.wav,0,
2019-08-15 Bombs Away Cafe,tags/white_people_joke_positive_2.ogg.wav,0,
2019-08-15 Bombs Away Cafe,tags/gdpr_joke_positive.ogg.wav,0,
2019-08-15 Bombs Away Cafe,tags/inverse_kinematics_equations_positive_2.ogg.wav,-1,
2019-08-15 Bombs Away Cafe,silicon_valley_joke_pt1.wav,0,
2019-08-15 Bombs Away Cafe,tags/family_joke_positive_2.ogg.wav,-1,
2019-08-15 Bombs Away Cafe,light_bulb_joke.ogg.wav,-1,
2019-08-15 Bombs Away Cafe,closing_take_jobs.ogg.wav,0,
2019-08-15 Bombs Away Cafe,robot_name_joke_2.ogg.wav,-1,
2019-08-15 Bombs Away Cafe,tags/robot_tinder_2_positive.ogg.wav,1,
2019-08-15 Bombs Away Cafe,tags/too_robotic_joke_negative.wav,1,
2019-08-15 Bombs Away Cafe,bender_joke.ogg.wav,0,
2019-08-15 Bombs Away Cafe,tags/robot_joke_positive.wav,0,
2019-08-15 Bombs Away Cafe,ip_address_joke_2.ogg.wav,0,
2019-08-15 Bombs Away Cafe,rosie_joke.ogg.wav,0,
2019-08-15 Bombs Away Cafe,c3po_joke.ogg.wav,0,
2019-08-15 Bombs Away Cafe,white_people_joke.ogg.wav,0,
2019-08-15 Bombs Away Cafe,tags/encryption_joke_positive_2.ogg.wav,0,
2019-08-15 Bombs Away Cafe,siri_backpropagate.ogg.wav,0,
2019-08-15 Bombs Away Cafe,robot_sexy_times.ogg.wav,0,
2019-08-15 Bombs Away Cafe,baha_men_joke_oregon.ogg.wav,0,
2019-08-15 Bombs Away Cafe,big_chips_joke.ogg.wav,-1,
2019-08-15 Bombs Away Cafe,tags/rent_prices_oregon_negative.ogg.wav,-1,
2019-08-23 Spectrum,light_bulb_joke.ogg.wav,0,
2019-08-23 Spectrum,siri_backpropagate.ogg.wav,1,
2019-08-23 Spectrum,job_joke.ogg.wav,-1,
2019-08-23 Spectrum,bender_joke.ogg.wav,-1,
2019-08-23 Spectrum,domain_name_joke.wav,0,
2019-08-23 Spectrum,too_robotic_joke.ogg.wav,0,
2019-08-23 Spectrum,c3po_joke.ogg.wav,-1,
2019-08-23 Spectrum,silicon_valley_joke_pt1.wav,1,
2019-08-23 Spectrum,wall-e_joke.ogg.wav,1,
2019-08-23 Spectrum,family_joke.ogg.wav,0,
2019-08-23 Spectrum,terminator_joke.ogg.wav,1,
2019-08-23 Spectrum,plastic_surgery_joke.ogg.wav,1,
2019-08-23 Spectrum,robot_name_joke_2.ogg.wav,1,
2019-08-23 Spectrum,gdpr_joke.ogg.wav,0,
2019-08-23 Spectrum,power_cord_joke.wav,0,
2019-08-23 Spectrum,congratulations_youve_won_joke.wav,-1,
2019-08-23 Spectrum,encryption_joke.ogg.wav,1,
2019-08-23 Spectrum,silicon_valley_joke_pt2.wav,0,
2019-08-23 Spectrum,catfish_joke_2.ogg.wav,0,
2019-08-23 Spectrum,ip_address_joke_2.ogg.wav,0,
2019-08-23 Spectrum,white_people_joke.ogg.wav,1,
2019-08-23 Spectrum,robot_sexy_times.ogg.wav,1,
2019-08-23 Spectrum,rent_prices_oregon.ogg.wav,0,
2019-08-23 Spectrum,congratulations_im_feeling_lucky.wav,-1,
2019-08-23 Spectrum,rosie_joke.ogg.wav,-1,
2019-08-23 Spectrum,closing_take_jobs.ogg.wav,0,
2019-08-23 Spectrum,baha_men_joke_oregon.ogg.wav,0,
2019-08-23 Spectrum,domain_name_dot_com.wav,0,
2019-08-23 Spectrum,robot_tinder_2.ogg.wav,0,
2019-08-23 Spectrum,inverse_kinematics_equations.ogg.wav,0,
2019-08-23 Spectrum,for_all_my_robots_joke.ogg.wav,-1,
2019-08-23 Spectrum,big_chips_joke.ogg.wav,0,
2019-09-05 Stand-up Science,gdpr_joke.ogg.wav,0,
2019-09-05 Stand-up Science,terminator_joke.ogg.wav,1,
2019-09-05 Stand-up Science,robot_sexy_times.ogg.wav,0,
2019-09-05 Stand-up Science,robot_name_joke_2.ogg.wav,0,
2019-09-05 Stand-up Science,encryption_joke.ogg.wav,-1,
2019-09-05 Stand-up Science,silicon_valley_joke_pt1.wav,1,
2019-09-05 Stand-up Science,job_joke.ogg.wav,-1,
2019-09-05 Stand-up Science,plastic_surgery_joke.ogg.wav,-1,
2019-09-05 Stand-up Science,catfish_joke_2.ogg.wav,0,
2019-09-05 Stand-up Science,for_all_my_robots_joke.ogg.wav,1,
2019-09-05 Stand-up Science,inverse_kinematics_equations.ogg.wav,0,
2019-09-05 Stand-up Science,rosie_joke.ogg.wav,0,
2019-09-05 Stand-up Science,baha_men_joke_oregon.ogg.wav,-1,
2019-09-05 Stand-up Science,bender_joke.ogg.wav,1,
2019-09-05 Stand-up Science,wall-e_joke.ogg.wav,-1,
2019-09-05 Stand-up Science,silicon_valley_joke_pt2.wav,-1,
2019-09-05 Stand-up Science,big_chips_joke.ogg.wav,0,
2019-09-05 Stand-up Science,siri_backpropagate.ogg.wav,0,
2019-09-05 Stand-up Science,family_joke.ogg.wav,-1,
2019-09-05 Stand-up Science,too_robotic_joke.ogg.wav,-1,
2019-09-05 Stand-up Science,ip_address_joke_2.ogg.wav,0,
2019-09-05 Stand-up Science,closing_take_jobs.ogg.wav,-1,
2019-09-05 Stand-up Science,c3po_joke.ogg.wav,0,
2019-09-05 Stand-up Science,rent_prices_oregon.ogg.wav,-1,
2019-09-05 Stand-up Science,light_bulb_joke.ogg.wav,-1,
2019-09-05 Stand-up Science,robot_tinder_2.ogg.wav,0,
2019-09-05 Stand-up Science,white_people_joke.ogg.wav,0,
2019-09-06 RoboCom,robot_sexy_times.ogg.wav,0,
2019-09-06 RoboCom,ip_address_joke_2.ogg.wav,-1,
2019-09-06 RoboCom,tags/megaman_positive.ogg.wav,1,
2019-09-06 RoboCom,tags/rent_prices_oregon_negative.ogg.wav,1,
2019-09-06 RoboCom,tags/white_people_joke_positive_2.ogg.wav,0,
2019-09-06 RoboCom,tags/catfish_joke_positive.ogg.wav,0,
2019-09-06 RoboCom,silicon_valley_joke_pt1.wav,-1,
2019-09-06 RoboCom,tags/encryption_joke_positive_2.ogg.wav,1,
2019-09-06 RoboCom,domain_name_dot_com.wav,-1,
2019-09-06 RoboCom,congratulations_im_feeling_lucky.wav,-1,
2019-09-06 RoboCom,robot_babies.ogg.wav,0,
2019-09-06 RoboCom,vibrator_pt_2.ogg.wav,-1,
2019-09-06 RoboCom,domain_name_joke.wav,0,
2019-09-06 RoboCom,bender_joke.ogg.wav,0,
2019-09-06 RoboCom,stripper_joke.ogg.wav,1,
2019-09-06 RoboCom,tags/robot_joke_negative_2.ogg.wav,1,
2019-09-06 RoboCom,robot_drugs.ogg.wav,-1,
2019-09-06 RoboCom,boogie.ogg.wav,1,
2019-09-06 RoboCom,light_bulb_joke.ogg.wav,-1,
2019-09-06 RoboCom,tags/plastic_surgery_joke_negative.ogg.wav,-1,
2019-09-06 RoboCom,vibrator.ogg.wav,-1,
2019-09-06 RoboCom,c3po_joke.ogg.wav,-1,
2019-09-06 RoboCom,tags/power_cord_joke_negative.wav,1,
2019-09-06 RoboCom,robot_name_joke_2.ogg.wav,-1,
2019-09-06 RoboCom,congratulations_youve_won_joke.wav,0,
2019-09-06 RoboCom,white_people_joke.ogg.wav,0,
2019-09-06 RoboCom,too_robotic_joke.ogg.wav,-1,
2019-09-06 RoboCom,silicon_valley_joke_pt2.wav,-1,
2019-09-06 RoboCom,selfie_drone.ogg.wav,-1,
2019-09-06 RoboCom,tags/family_joke_positive_2.ogg.wav,0,
2019-09-06 RoboCom,tags/self_driving_limo_positive.ogg.wav,0,
2019-09-06 RoboCom,tags/inverse_kinematics_equations_positive_2.ogg.wav,0,
2019-09-06 RoboCom,baha_men_joke_oregon.ogg.wav,1,
2019-09-06 RoboCom,closing_take_jobs.ogg.wav,-1,
2019-09-06 RoboCom,stripper_vagina_joke.ogg.wav,0,
2019-09-06 RoboCom,siri_backpropagate.ogg.wav,0,
2019-09-06 RoboCom,tags/gdpr_joke_positive.ogg.wav,0,
2019-09-06 RoboCom,smoking_joke.ogg.wav,-1,
2019-09-06 RoboCom,rosie_joke.ogg.wav,1,
2019-09-06 RoboCom,big_chips_joke.ogg.wav,0,
2019-09-06 RoboCom,software_update.ogg.wav,-1,
2019-09-06 RoboCom,job_joke.ogg.wav,-1,
2019-09-06 RoboCom,wall-e_joke.ogg.wav,0,
2019-09-06 RoboCom,robot_tinder_2.ogg.wav,0,
2019-09-19 Bombs Away Cafe,ip_address_joke_2.ogg.wav,0,
2019-09-19 Bombs Away Cafe,closing_take_jobs.ogg.wav,-1,
2019-09-19 Bombs Away Cafe,power_cord_joke.wav,1,
2019-09-19 Bombs Away Cafe,robot_name_joke_2.ogg.wav,-1,
2019-09-19 Bombs Away Cafe,tags/self_driving_limo_positive.ogg.wav,1,
2019-09-19 Bombs Away Cafe,vibrator_pt_2.ogg.wav,-1,
2019-09-19 Bombs Away Cafe,big_chips_joke.ogg.wav,-1,
2019-09-19 Bombs Away Cafe,vibrator.ogg.wav,-1,
2019-09-19 Bombs Away Cafe,domain_name_joke.wav,1,
2019-09-19 Bombs Away Cafe,stripper_joke.ogg.wav,-1,
2019-09-19 Bombs Away Cafe,stripper_vagina_joke.ogg.wav,0,
2019-09-19 Bombs Away Cafe,tags/family_joke_positive_2.ogg.wav,-1,
2019-09-19 Bombs Away Cafe,white_people_joke.ogg.wav,0,
2019-09-19 Bombs Away Cafe,tags/robot_drugs_positive.ogg.wav,0,
2019-09-19 Bombs Away Cafe,smoking_joke.ogg.wav,-1,
2019-09-19 Bombs Away Cafe,tags/white_people_joke_negative.ogg.wav,0,
2019-09-19 Bombs Away Cafe,tags/software_update_positive.ogg.wav,0,
2019-09-19 Bombs Away Cafe,tags/robot_babies_positive.ogg.wav,1,
2019-09-19 Bombs Away Cafe,selfie_drone.ogg.wav,0,
2019-09-19 Bombs Away Cafe,tags/too_robotic_joke_negative.wav,0,
2019-09-19 Bombs Away Cafe,tags/robot_tinder_2_positive.ogg.wav,-1,
2019-09-19 Bombs Away Cafe,boogie.ogg.wav,0,
2019-09-19 Bombs Away Cafe,domain_name_dot_com.wav,0,
2019-09-19 Bombs Away Cafe,tags/megaman_positive.ogg.wav,0,
2019-09-21 Laugh Track Town USA,robot_name_joke_2.ogg.wav,-1,
2019-09-21 Laugh Track Town USA,tags/encryption_joke_positive_2.ogg.wav,-1,
2019-09-21 Laugh Track Town USA,smoking_joke.ogg.wav,-1,
2019-09-21 Laugh Track Town USA,tags/gdpr_joke_positive.ogg.wav,0,
2019-09-21 Laugh Track Town USA,family_joke.ogg.wav,-1,
2019-09-21 Laugh Track Town USA,tags/software_update_positive.ogg.wav,-1,
2019-09-21 Laugh Track Town USA,boogie.ogg.wav,0,
2019-09-21 Laugh Track Town USA,stripper_vagina_joke.ogg.wav,-1,
2019-09-21 Laugh Track Town USA,big_chips_joke.ogg.wav,-1,
2019-09-21 Laugh Track Town USA,siri_backpropagate.ogg.wav,0,
2019-09-21 Laugh Track Town USA,tags/robot_joke_negative_2.ogg.wav,-1,
2019-09-21 Laugh Track Town USA,tags/too_robotic_joke_negative.wav,0,
2019-09-21 Laugh Track Town USA,robot_babies.ogg.wav,-1,
2019-09-21 Laugh Track Town USA,tags/megaman_positive.ogg.wav,0,
2019-09-21 Laugh Track Town USA,selfie_drone.ogg.wav,-1,
2019-09-21 Laugh Track Town USA,stripper_joke.ogg.wav,-1,
2019-09-21 Laugh Track Town USA,robot_sexy_times.ogg.wav,0,
2019-09-21 Laugh Track Town USA,vibrator_pt_2.ogg.wav,-1,
2019-09-21 Laugh Track Town USA,white_people_joke.ogg.wav,-1,
2019-09-21 Laugh Track Town USA,closing_take_jobs.ogg.wav,0,
2019-09-21 Laugh Track Town USA,tags/self_driving_limo_negative.ogg.wav,0,
2019-09-21 Laugh Track Town USA,vibrator.ogg.wav,-1,
2019-09-21 Laugh Track Town USA,tags/robot_tinder_2_negative.ogg.wav,-1,
2019-09-21 Laugh Track Town USA,baha_men_joke_oregon.ogg.wav,-1,
2019-09-21 Laugh Track Town USA,tags/white_people_joke_negative.ogg.wav,0,
2019-10-11 Singu-hilarity,tags/robot_babies_positive.ogg.wav,1,
2019-10-11 Singu-hilarity,closing_take_jobs.ogg.wav,0,
2019-10-11 Singu-hilarity,stripper_vagina_joke.ogg.wav,0,
2019-10-11 Singu-hilarity,tags/robot_joke_negative_2.ogg.wav,1,
2019-10-11 Singu-hilarity,vibrator.ogg.wav,0,
2019-10-11 Singu-hilarity,siri_backpropagate.ogg.wav,1,
2019-10-11 Singu-hilarity,baha_men_joke_oregon.ogg.wav,1,
2019-10-11 Singu-hilarity,tags/encryption_joke_positive_2.ogg.wav,1,
2019-10-11 Singu-hilarity,tags/metal_ceiling_positive.ogg.wav,-1,
2019-10-11 Singu-hilarity,boogie.ogg.wav,-1,
2019-10-11 Singu-hilarity,robot_name_joke_2.ogg.wav,0,
2019-10-11 Singu-hilarity,tags/gdpr_joke_positive.ogg.wav,0,
2019-10-11 Singu-hilarity,vibrator_pt_2.ogg.wav,-1,
2019-10-11 Singu-hilarity,selfie_drone.ogg.wav,-1,
2019-10-11 Singu-hilarity,robot_sexy_times.ogg.wav,0,
2019-10-11 Singu-hilarity,tags/family_joke_positive_2.ogg.wav,-1,
2019-10-11 Singu-hilarity,smoking_joke.ogg.wav,-1,
2019-10-11 Singu-hilarity,robot_tinder_2.ogg.wav,1,
2019-10-11 Singu-hilarity,software_update.ogg.wav,0,
2019-10-11 Singu-hilarity,tags/megaman_positive.ogg.wav,0,
2019-10-11 Singu-hilarity,tags/self_driving_limo_positive.ogg.wav,0,
2019-10-11 Singu-hilarity,stripper_joke.ogg.wav,-1,
2019-10-11 Singu-hilarity,white_people_joke.ogg.wav,0,
2019-10-11 Singu-hilarity,big_chips_joke.ogg.wav,-1,
2019-10-11 Singu-hilarity,tags/too_robotic_joke_negative.wav,-1,
2019-11-29 Comedy the Musical,siri_backpropagate.ogg.wav,0,
2019-11-29 Comedy the Musical,big_chips_joke.ogg.wav,0,
2019-11-29 Comedy the Musical,smoking_joke.ogg.wav,-1,
2019-11-29 Comedy the Musical,tags/family_joke_positive_2.ogg.wav,-1,
2019-11-29 Comedy the Musical,baha_men_joke_oregon.ogg.wav,-1,
2019-11-29 Comedy the Musical,tags/metal_ceiling_positive.ogg.wav,0,
2019-11-29 Comedy the Musical,robot_sexy_times.ogg.wav,-1,
2019-11-29 Comedy the Musical,tags/encryption_joke_positive_2.ogg.wav,-1,
2019-11-29 Comedy the Musical,boogie.ogg.wav,0,
2019-11-29 Comedy the Musical,white_people_joke.ogg.wav,-1,
2019-11-29 Comedy the Musical,tags/robot_babies_positive.ogg.wav,0,
2019-11-29 Comedy the Musical,tags/gdpr_joke_positive.ogg.wav,0,
2019-11-29 Comedy the Musical,closing_take_jobs.ogg.wav,-1,
2019-11-29 Comedy the Musical,tags/too_robotic_joke_negative.wav,0,
2019-11-29 Comedy the Musical,robot_name_joke_2.ogg.wav,-1,
2019-11-29 Crapshoot,tags/gdpr_joke_positive.ogg.wav,1,
2019-11-29 Crapshoot,smoking_joke.ogg.wav,-1,
2019-11-29 Crapshoot,siri_backpropagate.ogg.wav,1,
2019-11-29 Crapshoot,big_chips_joke.ogg.wav,0,
2019-11-29 Crapshoot,tags/metal_ceiling_positive.ogg.wav,0,
2019-11-29 Crapshoot,tags/encryption_joke_positive_2.ogg.wav,0,
2019-11-29 Crapshoot,white_people_joke.ogg.wav,-1,
2019-11-29 Crapshoot,baha_men_joke_oregon.ogg.wav,0,
2019-11-29 Crapshoot,tags/robot_babies_positive.ogg.wav,-1,
2019-11-29 Crapshoot,boogie.ogg.wav,0,
2019-11-29 Crapshoot,tags/family_joke_positive_2.ogg.wav,0,
2019-11-29 Crapshoot,robot_sexy_times.ogg.wav,-1,
2019-11-29 Crapshoot,closing_take_jobs.ogg.wav,-1,
2019-11-29 Crapshoot,tags/too_robotic_joke_negative.wav,0,
2019-11-29 Crapshoot,robot_name_joke_2.ogg.wav,0,
2019-12-06 Silent Background Recording,tags/robot_joke_negative_2.ogg.wav,-1,
2019-12-06 Silent Background Recording,tags/inverse_kinematics_equations_negative.ogg.wav,-1,
2019-12-06 Silent Background Recording,tags/white_people_joke_negative.ogg.wav,-1,
2019-12-06 Silent Background Recording,vibrator.ogg.wav,-1,
2019-12-06 Silent Background Recording,silicon_valley_joke_pt2.wav,-1,
2019-12-06 Silent Background Recording,tags/self_driving_limo_negative.ogg.wav,-1,
2019-12-06 Silent Background Recording,tags/robot_tinder_2_negative.ogg.wav,-1,
2019-12-06 Silent Background Recording,congratulations_youve_won_joke.wav,-1,
