Performance,Joke,HumanScorePostJokeOnly,Notes
2019-04-22 Class Performance,joke_0.eaf,0,
2019-04-22 Class Performance,joke_1.eaf,0,
2019-04-22 Class Performance,joke_10.eaf,0,
2019-04-22 Class Performance,joke_11.eaf,0,
2019-04-22 Class Performance,joke_12.eaf,0,
2019-04-22 Class Performance,joke_13.eaf,0,
2019-04-22 Class Performance,joke_14.eaf,0,
2019-04-22 Class Performance,joke_15.eaf,0,
2019-04-22 Class Performance,joke_16.eaf,1,
2019-04-22 Class Performance,joke_17.eaf,0,
2019-04-22 Class Performance,joke_18.eaf,0,
2019-04-22 Class Performance,joke_19.eaf,0,
2019-04-22 Class Performance,joke_2.eaf,0,
2019-04-22 Class Performance,joke_20.eaf,0,
2019-04-22 Class Performance,joke_3.eaf,0,
2019-04-22 Class Performance,joke_4.eaf,0,
2019-04-22 Class Performance,joke_5.eaf,0,
2019-04-22 Class Performance,joke_6.eaf,1,
2019-04-22 Class Performance,joke_7.eaf,0,
2019-04-22 Class Performance,joke_8.eaf,1,
2019-04-22 Class Performance,joke_9.eaf,0,
2019-05-16 Bombs Away Cafe,joke_0.eaf,1,
2019-05-16 Bombs Away Cafe,joke_1.eaf,1,
2019-05-16 Bombs Away Cafe,joke_2.eaf,1,
2019-05-16 Bombs Away Cafe,joke_3.eaf,1,
2019-05-16 Bombs Away Cafe,joke_4.eaf,1,
2019-05-16 Bombs Away Cafe,joke_5.eaf,1,
2019-05-16 Bombs Away Cafe,joke_6.eaf,1,
2019-05-16 Bombs Away Cafe,joke_7.eaf,1,
2019-05-16 Bombs Away Cafe,joke_8.eaf,1,
2019-06-19 Trek Theater,joke_0.eaf,1,
2019-06-19 Trek Theater,joke_1.eaf,1,
2019-06-19 Trek Theater,joke_10.eaf,0,
2019-06-19 Trek Theater,joke_11.eaf,0,
2019-06-19 Trek Theater,joke_12.eaf,1,
2019-06-19 Trek Theater,joke_13.eaf,1,
2019-06-19 Trek Theater,joke_14.eaf,1,
2019-06-19 Trek Theater,joke_15.eaf,1,
2019-06-19 Trek Theater,joke_16.eaf,0,
2019-06-19 Trek Theater,joke_17.eaf,1,
2019-06-19 Trek Theater,joke_18.eaf,1,
2019-06-19 Trek Theater,joke_19.eaf,0,
2019-06-19 Trek Theater,joke_2.eaf,0,
2019-06-19 Trek Theater,joke_20.eaf,1,
2019-06-19 Trek Theater,joke_21.eaf,1,
2019-06-19 Trek Theater,joke_22.eaf,1,
2019-06-19 Trek Theater,joke_23.eaf,1,
2019-06-19 Trek Theater,joke_24.eaf,1,
2019-06-19 Trek Theater,joke_25.eaf,1,
2019-06-19 Trek Theater,joke_26.eaf,1,
2019-06-19 Trek Theater,joke_27.eaf,1,
2019-06-19 Trek Theater,joke_28.eaf,0,
2019-06-19 Trek Theater,joke_29.eaf,0,
2019-06-19 Trek Theater,joke_3.eaf,0,
2019-06-19 Trek Theater,joke_30.eaf,0,
2019-06-19 Trek Theater,joke_31.eaf,1,
2019-06-19 Trek Theater,joke_4.eaf,0,
2019-06-19 Trek Theater,joke_5.eaf,0,
2019-06-19 Trek Theater,joke_6.eaf,1,
2019-06-19 Trek Theater,joke_7.eaf,0,
2019-06-19 Trek Theater,joke_8.eaf,0,
2019-06-19 Trek Theater,joke_9.eaf,1,
2019-06-20 Bombs Away Cafe,joke_0.eaf,0,
2019-06-20 Bombs Away Cafe,joke_1.eaf,0,
2019-06-20 Bombs Away Cafe,joke_10.eaf,1,
2019-06-20 Bombs Away Cafe,joke_11.eaf,0,
2019-06-20 Bombs Away Cafe,joke_12.eaf,0,
2019-06-20 Bombs Away Cafe,joke_13.eaf,0,
2019-06-20 Bombs Away Cafe,joke_2.eaf,1,
2019-06-20 Bombs Away Cafe,joke_3.eaf,1,
2019-06-20 Bombs Away Cafe,joke_4.eaf,1,
2019-06-20 Bombs Away Cafe,joke_5.eaf,1,
2019-06-20 Bombs Away Cafe,joke_6.eaf,1,
2019-06-20 Bombs Away Cafe,joke_7.eaf,0,
2019-06-20 Bombs Away Cafe,joke_8.eaf,1,
2019-06-20 Bombs Away Cafe,joke_9.eaf,1,
2019-08-15 Bombs Away Cafe,joke_0.eaf,0,
2019-08-15 Bombs Away Cafe,joke_1.eaf,0,
2019-08-15 Bombs Away Cafe,joke_10.eaf,0,
2019-08-15 Bombs Away Cafe,joke_11.eaf,0,
2019-08-15 Bombs Away Cafe,joke_12.eaf,0,
2019-08-15 Bombs Away Cafe,joke_13.eaf,1,
2019-08-15 Bombs Away Cafe,joke_14.eaf,1,
2019-08-15 Bombs Away Cafe,joke_15.eaf,0,
2019-08-15 Bombs Away Cafe,joke_16.eaf,0,
2019-08-15 Bombs Away Cafe,joke_17.eaf,1,
2019-08-15 Bombs Away Cafe,joke_18.eaf,0,
2019-08-15 Bombs Away Cafe,joke_19.eaf,1,
2019-08-15 Bombs Away Cafe,joke_2.eaf,0,
2019-08-15 Bombs Away Cafe,joke_20.eaf,1,
2019-08-15 Bombs Away Cafe,joke_21.eaf,1,
2019-08-15 Bombs Away Cafe,joke_22.eaf,1,
2019-08-15 Bombs Away Cafe,joke_23.eaf,1,
2019-08-15 Bombs Away Cafe,joke_24.eaf,1,
2019-08-15 Bombs Away Cafe,joke_25.eaf,0,
2019-08-15 Bombs Away Cafe,joke_26.eaf,1,
2019-08-15 Bombs Away Cafe,joke_27.eaf,1,
2019-08-15 Bombs Away Cafe,joke_28.eaf,1,
2019-08-15 Bombs Away Cafe,joke_29.eaf,0,
2019-08-15 Bombs Away Cafe,joke_3.eaf,1,
2019-08-15 Bombs Away Cafe,joke_30.eaf,1,
2019-08-15 Bombs Away Cafe,joke_31.eaf,1,
2019-08-15 Bombs Away Cafe,joke_32.eaf,0,
2019-08-15 Bombs Away Cafe,joke_33.eaf,0,
2019-08-15 Bombs Away Cafe,joke_34.eaf,1,
2019-08-15 Bombs Away Cafe,joke_35.eaf,0,
2019-08-15 Bombs Away Cafe,joke_36.eaf,1,
2019-08-15 Bombs Away Cafe,joke_37.eaf,1,
2019-08-15 Bombs Away Cafe,joke_4.eaf,0,
2019-08-15 Bombs Away Cafe,joke_5.eaf,0,
2019-08-15 Bombs Away Cafe,joke_6.eaf,0,
2019-08-15 Bombs Away Cafe,joke_7.eaf,0,
2019-08-15 Bombs Away Cafe,joke_8.eaf,0,
2019-08-15 Bombs Away Cafe,joke_9.eaf,0,
2019-08-23 Spectrum,joke_0.eaf,0,
2019-08-23 Spectrum,joke_1.eaf,1,
2019-08-23 Spectrum,joke_10.eaf,1,
2019-08-23 Spectrum,joke_11.eaf,1,
2019-08-23 Spectrum,joke_12.eaf,0,
2019-08-23 Spectrum,joke_13.eaf,1,
2019-08-23 Spectrum,joke_14.eaf,1,
2019-08-23 Spectrum,joke_15.eaf,1,
2019-08-23 Spectrum,joke_16.eaf,0,
2019-08-23 Spectrum,joke_17.eaf,1,
2019-08-23 Spectrum,joke_18.eaf,1,
2019-08-23 Spectrum,joke_19.eaf,0,
2019-08-23 Spectrum,joke_2.eaf,1,
2019-08-23 Spectrum,joke_20.eaf,1,
2019-08-23 Spectrum,joke_21.eaf,1,
2019-08-23 Spectrum,joke_22.eaf,1,
2019-08-23 Spectrum,joke_23.eaf,1,
2019-08-23 Spectrum,joke_24.eaf,1,
2019-08-23 Spectrum,joke_25.eaf,1,
2019-08-23 Spectrum,joke_26.eaf,1,
2019-08-23 Spectrum,joke_27.eaf,1,
2019-08-23 Spectrum,joke_28.eaf,0,
2019-08-23 Spectrum,joke_29.eaf,0,
2019-08-23 Spectrum,joke_3.eaf,0,
2019-08-23 Spectrum,joke_30.eaf,0,
2019-08-23 Spectrum,joke_31.eaf,1,
2019-08-23 Spectrum,joke_4.eaf,0,
2019-08-23 Spectrum,joke_5.eaf,0,
2019-08-23 Spectrum,joke_6.eaf,1,
2019-08-23 Spectrum,joke_7.eaf,0,
2019-08-23 Spectrum,joke_8.eaf,1,
2019-08-23 Spectrum,joke_9.eaf,1,
2019-09-05 Stand-up Science,joke_0.eaf,1,
2019-09-05 Stand-up Science,joke_1.eaf,1,
2019-09-05 Stand-up Science,joke_10.eaf,1,
2019-09-05 Stand-up Science,joke_11.eaf,1,
2019-09-05 Stand-up Science,joke_12.eaf,0,
2019-09-05 Stand-up Science,joke_13.eaf,1,
2019-09-05 Stand-up Science,joke_14.eaf,1,
2019-09-05 Stand-up Science,joke_15.eaf,1,
2019-09-05 Stand-up Science,joke_16.eaf,0,
2019-09-05 Stand-up Science,joke_17.eaf,1,
2019-09-05 Stand-up Science,joke_18.eaf,1,
2019-09-05 Stand-up Science,joke_19.eaf,1,
2019-09-05 Stand-up Science,joke_2.eaf,1,
2019-09-05 Stand-up Science,joke_20.eaf,1,
2019-09-05 Stand-up Science,joke_21.eaf,1,
2019-09-05 Stand-up Science,joke_22.eaf,1,
2019-09-05 Stand-up Science,joke_23.eaf,0,
2019-09-05 Stand-up Science,joke_24.eaf,1,
2019-09-05 Stand-up Science,joke_25.eaf,1,
2019-09-05 Stand-up Science,joke_26.eaf,1,
2019-09-05 Stand-up Science,joke_3.eaf,0,
2019-09-05 Stand-up Science,joke_4.eaf,0,
2019-09-05 Stand-up Science,joke_5.eaf,1,
2019-09-05 Stand-up Science,joke_6.eaf,1,
2019-09-05 Stand-up Science,joke_7.eaf,0,
2019-09-05 Stand-up Science,joke_8.eaf,0,
2019-09-05 Stand-up Science,joke_9.eaf,0,
2019-09-06 RoboCom,joke_0.eaf,1,
2019-09-06 RoboCom,joke_1.eaf,1,
2019-09-06 RoboCom,joke_10.eaf,0,
2019-09-06 RoboCom,joke_11.eaf,0,
2019-09-06 RoboCom,joke_12.eaf,0,
2019-09-06 RoboCom,joke_13.eaf,0,
2019-09-06 RoboCom,joke_14.eaf,0,
2019-09-06 RoboCom,joke_15.eaf,0,
2019-09-06 RoboCom,joke_16.eaf,1,
2019-09-06 RoboCom,joke_17.eaf,0,
2019-09-06 RoboCom,joke_18.eaf,0,
2019-09-06 RoboCom,joke_19.eaf,1,
2019-09-06 RoboCom,joke_2.eaf,1,
2019-09-06 RoboCom,joke_20.eaf,1,
2019-09-06 RoboCom,joke_21.eaf,1,
2019-09-06 RoboCom,joke_22.eaf,1,
2019-09-06 RoboCom,joke_23.eaf,0,
2019-09-06 RoboCom,joke_24.eaf,1,
2019-09-06 RoboCom,joke_25.eaf,0,
2019-09-06 RoboCom,joke_26.eaf,1,
2019-09-06 RoboCom,joke_27.eaf,1,
2019-09-06 RoboCom,joke_28.eaf,0,
2019-09-06 RoboCom,joke_29.eaf,1,
2019-09-06 RoboCom,joke_3.eaf,1,
2019-09-06 RoboCom,joke_30.eaf,1,
2019-09-06 RoboCom,joke_31.eaf,1,
2019-09-06 RoboCom,joke_32.eaf,1,
2019-09-06 RoboCom,joke_33.eaf,0,
2019-09-06 RoboCom,joke_34.eaf,0,
2019-09-06 RoboCom,joke_35.eaf,1,
2019-09-06 RoboCom,joke_36.eaf,0,
2019-09-06 RoboCom,joke_37.eaf,0,
2019-09-06 RoboCom,joke_38.eaf,1,
2019-09-06 RoboCom,joke_39.eaf,1,
2019-09-06 RoboCom,joke_4.eaf,0,
2019-09-06 RoboCom,joke_40.eaf,0,
2019-09-06 RoboCom,joke_41.eaf,1,
2019-09-06 RoboCom,joke_42.eaf,0,
2019-09-06 RoboCom,joke_43.eaf,1,
2019-09-06 RoboCom,joke_44.eaf,0,
2019-09-06 RoboCom,joke_45.eaf,0,
2019-09-06 RoboCom,joke_46.eaf,1,
2019-09-06 RoboCom,joke_47.eaf,0,
2019-09-06 RoboCom,joke_48.eaf,0,
2019-09-06 RoboCom,joke_49.eaf,0,
2019-09-06 RoboCom,joke_5.eaf,0,
2019-09-06 RoboCom,joke_50.eaf,0,
2019-09-06 RoboCom,joke_51.eaf,0,
2019-09-06 RoboCom,joke_52.eaf,0,
2019-09-06 RoboCom,joke_53.eaf,0,
2019-09-06 RoboCom,joke_54.eaf,0,
2019-09-06 RoboCom,joke_55.eaf,0,
2019-09-06 RoboCom,joke_6.eaf,0,
2019-09-06 RoboCom,joke_7.eaf,0,
2019-09-06 RoboCom,joke_8.eaf,0,
2019-09-06 RoboCom,joke_9.eaf,1,
2019-09-19 Bombs Away Cafe,joke_0.eaf,1,
2019-09-19 Bombs Away Cafe,joke_1.eaf,0,
2019-09-19 Bombs Away Cafe,joke_10.eaf,1,
2019-09-19 Bombs Away Cafe,joke_11.eaf,1,
2019-09-19 Bombs Away Cafe,joke_12.eaf,1,
2019-09-19 Bombs Away Cafe,joke_13.eaf,1,
2019-09-19 Bombs Away Cafe,joke_14.eaf,1,
2019-09-19 Bombs Away Cafe,joke_15.eaf,1,
2019-09-19 Bombs Away Cafe,joke_16.eaf,0,
2019-09-19 Bombs Away Cafe,joke_17.eaf,1,
2019-09-19 Bombs Away Cafe,joke_18.eaf,0,
2019-09-19 Bombs Away Cafe,joke_19.eaf,1,
2019-09-19 Bombs Away Cafe,joke_2.eaf,0,
2019-09-19 Bombs Away Cafe,joke_20.eaf,1,
2019-09-19 Bombs Away Cafe,joke_21.eaf,1,
2019-09-19 Bombs Away Cafe,joke_22.eaf,1,
2019-09-19 Bombs Away Cafe,joke_23.eaf,1,
2019-09-19 Bombs Away Cafe,joke_24.eaf,0,
2019-09-19 Bombs Away Cafe,joke_25.eaf,1,
2019-09-19 Bombs Away Cafe,joke_26.eaf,1,
2019-09-19 Bombs Away Cafe,joke_27.eaf,0,
2019-09-19 Bombs Away Cafe,joke_28.eaf,0,
2019-09-19 Bombs Away Cafe,joke_29.eaf,0,
2019-09-19 Bombs Away Cafe,joke_3.eaf,0,
2019-09-19 Bombs Away Cafe,joke_30.eaf,1,
2019-09-19 Bombs Away Cafe,joke_31.eaf,0,
2019-09-19 Bombs Away Cafe,joke_32.eaf,1,
2019-09-19 Bombs Away Cafe,joke_4.eaf,0,
2019-09-19 Bombs Away Cafe,joke_5.eaf,1,
2019-09-19 Bombs Away Cafe,joke_6.eaf,0,
2019-09-19 Bombs Away Cafe,joke_7.eaf,1,
2019-09-19 Bombs Away Cafe,joke_8.eaf,1,
2019-09-19 Bombs Away Cafe,joke_9.eaf,1,
2019-09-21 Laugh Track Town USA,joke_0.eaf,0,
2019-09-21 Laugh Track Town USA,joke_1.eaf,0,
2019-09-21 Laugh Track Town USA,joke_10.eaf,0,
2019-09-21 Laugh Track Town USA,joke_11.eaf,0,
2019-09-21 Laugh Track Town USA,joke_12.eaf,0,
2019-09-21 Laugh Track Town USA,joke_13.eaf,0,
2019-09-21 Laugh Track Town USA,joke_14.eaf,0,
2019-09-21 Laugh Track Town USA,joke_15.eaf,0,
2019-09-21 Laugh Track Town USA,joke_16.eaf,1,
2019-09-21 Laugh Track Town USA,joke_17.eaf,1,
2019-09-21 Laugh Track Town USA,joke_18.eaf,1,
2019-09-21 Laugh Track Town USA,joke_19.eaf,1,
2019-09-21 Laugh Track Town USA,joke_2.eaf,0,
2019-09-21 Laugh Track Town USA,joke_20.eaf,1,
2019-09-21 Laugh Track Town USA,joke_21.eaf,0,
2019-09-21 Laugh Track Town USA,joke_22.eaf,0,
2019-09-21 Laugh Track Town USA,joke_23.eaf,1,
2019-09-21 Laugh Track Town USA,joke_24.eaf,0,
2019-09-21 Laugh Track Town USA,joke_25.eaf,1,
2019-09-21 Laugh Track Town USA,joke_26.eaf,0,
2019-09-21 Laugh Track Town USA,joke_27.eaf,0,
2019-09-21 Laugh Track Town USA,joke_28.eaf,1,
2019-09-21 Laugh Track Town USA,joke_29.eaf,0,
2019-09-21 Laugh Track Town USA,joke_3.eaf,1,
2019-09-21 Laugh Track Town USA,joke_30.eaf,0,
2019-09-21 Laugh Track Town USA,joke_31.eaf,0,
2019-09-21 Laugh Track Town USA,joke_32.eaf,1,
2019-09-21 Laugh Track Town USA,joke_33.eaf,1,
2019-09-21 Laugh Track Town USA,joke_4.eaf,0,
2019-09-21 Laugh Track Town USA,joke_5.eaf,0,
2019-09-21 Laugh Track Town USA,joke_6.eaf,0,
2019-09-21 Laugh Track Town USA,joke_7.eaf,0,
2019-09-21 Laugh Track Town USA,joke_8.eaf,0,
2019-09-21 Laugh Track Town USA,joke_9.eaf,1,
2019-10-11 Singu-hilarity,joke_0.eaf,1,
2019-10-11 Singu-hilarity,joke_1.eaf,0,
2019-10-11 Singu-hilarity,joke_10.eaf,0,
2019-10-11 Singu-hilarity,joke_11.eaf,1,
2019-10-11 Singu-hilarity,joke_12.eaf,0,
2019-10-11 Singu-hilarity,joke_13.eaf,1,
2019-10-11 Singu-hilarity,joke_14.eaf,1,
2019-10-11 Singu-hilarity,joke_15.eaf,1,
2019-10-11 Singu-hilarity,joke_16.eaf,1,
2019-10-11 Singu-hilarity,joke_17.eaf,1,
2019-10-11 Singu-hilarity,joke_18.eaf,1,
2019-10-11 Singu-hilarity,joke_19.eaf,1,
2019-10-11 Singu-hilarity,joke_2.eaf,0,
2019-10-11 Singu-hilarity,joke_20.eaf,1,
2019-10-11 Singu-hilarity,joke_21.eaf,1,
2019-10-11 Singu-hilarity,joke_22.eaf,0,
2019-10-11 Singu-hilarity,joke_23.eaf,1,
2019-10-11 Singu-hilarity,joke_24.eaf,1,
2019-10-11 Singu-hilarity,joke_25.eaf,0,
2019-10-11 Singu-hilarity,joke_26.eaf,0,
2019-10-11 Singu-hilarity,joke_27.eaf,0,
2019-10-11 Singu-hilarity,joke_28.eaf,1,
2019-10-11 Singu-hilarity,joke_29.eaf,1,
2019-10-11 Singu-hilarity,joke_3.eaf,1,
2019-10-11 Singu-hilarity,joke_30.eaf,1,
2019-10-11 Singu-hilarity,joke_31.eaf,0,
2019-10-11 Singu-hilarity,joke_32.eaf,1,
2019-10-11 Singu-hilarity,joke_33.eaf,0,
2019-10-11 Singu-hilarity,joke_4.eaf,0,
2019-10-11 Singu-hilarity,joke_5.eaf,0,
2019-10-11 Singu-hilarity,joke_6.eaf,0,
2019-10-11 Singu-hilarity,joke_7.eaf,0,
2019-10-11 Singu-hilarity,joke_8.eaf,0,
2019-10-11 Singu-hilarity,joke_9.eaf,0,
2019-11-29 Comedy the Musical,joke_0.eaf,1,
2019-11-29 Comedy the Musical,joke_1.eaf,0,
2019-11-29 Comedy the Musical,joke_10.eaf,0,
2019-11-29 Comedy the Musical,joke_11.eaf,1,
2019-11-29 Comedy the Musical,joke_12.eaf,1,
2019-11-29 Comedy the Musical,joke_13.eaf,1,
2019-11-29 Comedy the Musical,joke_14.eaf,1,
2019-11-29 Comedy the Musical,joke_15.eaf,0,
2019-11-29 Comedy the Musical,joke_16.eaf,1,
2019-11-29 Comedy the Musical,joke_17.eaf,1,
2019-11-29 Comedy the Musical,joke_18.eaf,0,
2019-11-29 Comedy the Musical,joke_19.eaf,1,
2019-11-29 Comedy the Musical,joke_2.eaf,0,
2019-11-29 Comedy the Musical,joke_20.eaf,0,
2019-11-29 Comedy the Musical,joke_3.eaf,1,
2019-11-29 Comedy the Musical,joke_4.eaf,1,
2019-11-29 Comedy the Musical,joke_5.eaf,0,
2019-11-29 Comedy the Musical,joke_6.eaf,1,
2019-11-29 Comedy the Musical,joke_7.eaf,0,
2019-11-29 Comedy the Musical,joke_8.eaf,1,
2019-11-29 Comedy the Musical,joke_9.eaf,1,
2019-11-29 Crapshoot,joke_0.eaf,1,
2019-11-29 Crapshoot,joke_1.eaf,1,
2019-11-29 Crapshoot,joke_10.eaf,0,
2019-11-29 Crapshoot,joke_11.eaf,1,
2019-11-29 Crapshoot,joke_12.eaf,0,
2019-11-29 Crapshoot,joke_13.eaf,1,
2019-11-29 Crapshoot,joke_14.eaf,1,
2019-11-29 Crapshoot,joke_15.eaf,1,
2019-11-29 Crapshoot,joke_16.eaf,1,
2019-11-29 Crapshoot,joke_17.eaf,1,
2019-11-29 Crapshoot,joke_18.eaf,0,
2019-11-29 Crapshoot,joke_19.eaf,1,
2019-11-29 Crapshoot,joke_2.eaf,0,
2019-11-29 Crapshoot,joke_20.eaf,1,
2019-11-29 Crapshoot,joke_3.eaf,1,
2019-11-29 Crapshoot,joke_4.eaf,1,
2019-11-29 Crapshoot,joke_5.eaf,0,
2019-11-29 Crapshoot,joke_6.eaf,1,
2019-11-29 Crapshoot,joke_7.eaf,0,
2019-11-29 Crapshoot,joke_8.eaf,1,
2019-11-29 Crapshoot,joke_9.eaf,0,
2019-12-06 Silent Background Recording,joke_0.eaf,0,
2019-12-06 Silent Background Recording,joke_1.eaf,0,
2019-12-06 Silent Background Recording,joke_10.eaf,0,
2019-12-06 Silent Background Recording,joke_11.eaf,0,
2019-12-06 Silent Background Recording,joke_12.eaf,0,
2019-12-06 Silent Background Recording,joke_13.eaf,0,
2019-12-06 Silent Background Recording,joke_14.eaf,0,
2019-12-06 Silent Background Recording,joke_15.eaf,0,
2019-12-06 Silent Background Recording,joke_16.eaf,0,
2019-12-06 Silent Background Recording,joke_17.eaf,0,
2019-12-06 Silent Background Recording,joke_18.eaf,0,
2019-12-06 Silent Background Recording,joke_19.eaf,0,
2019-12-06 Silent Background Recording,joke_2.eaf,0,
2019-12-06 Silent Background Recording,joke_20.eaf,0,
2019-12-06 Silent Background Recording,joke_21.eaf,0,
2019-12-06 Silent Background Recording,joke_22.eaf,0,
2019-12-06 Silent Background Recording,joke_23.eaf,0,
2019-12-06 Silent Background Recording,joke_24.eaf,0,
2019-12-06 Silent Background Recording,joke_25.eaf,0,
2019-12-06 Silent Background Recording,joke_26.eaf,0,
