"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-13 Cienna Nerdy Show at The Drake\joke_0.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-13 Cienna Nerdy Show at The Drake\joke_37.eaf"
3.025,4.65,"Laughter"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-13 Cienna Nerdy Show at The Drake\joke_4.eaf"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-13 Cienna Nerdy Show at The Drake\joke_5.eaf"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-13 Cienna Nerdy Show at The Drake\joke_6.eaf"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-13 Cienna Nerdy Show at The Drake\joke_7.eaf"
1.98,3.36,"Laughter"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-13 Cienna Nerdy Show at The Drake\joke_8.eaf"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-13 Cienna Nerdy Show at The Drake\joke_9.eaf"
0.0,0.72,"Laughter"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-18 Bombs Away Cafe\joke_0.eaf"
3.17,5.23,"Laughter"
10.945,12.666,"Laughter"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-18 Bombs Away Cafe\joke_1.eaf"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-18 Bombs Away Cafe\joke_10.eaf"
7.17,8.04,"Laughter"
9.45,10.56,"Laughter"
14.03,15.28,"Laughter"
16.99,17.937,"Laughter"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-18 Bombs Away Cafe\joke_11.eaf"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-18 Bombs Away Cafe\joke_12.eaf"
0.0,0.41,"Laughter"
14.83,15.83,"Laughter"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-18 Bombs Away Cafe\joke_13.eaf"
5.79,6.51,"Laughter"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-18 Bombs Away Cafe\joke_14.eaf"
18.16,19.25,"Laughter"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-18 Bombs Away Cafe\joke_15.eaf"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-18 Bombs Away Cafe\joke_16.eaf"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-18 Bombs Away Cafe\joke_17.eaf"
0.0,1.04,"Laughter"
6.87,7.367,"Laughter"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-18 Bombs Away Cafe\joke_18.eaf"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-18 Bombs Away Cafe\joke_19.eaf"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-18 Bombs Away Cafe\joke_2.eaf"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-18 Bombs Away Cafe\joke_20.eaf"
3.322,8.749,"Applause"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-18 Bombs Away Cafe\joke_3.eaf"
22.27,22.998,"Laughter"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-18 Bombs Away Cafe\joke_4.eaf"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-18 Bombs Away Cafe\joke_5.eaf"
7.75,8.86,"Giggle"
12.87,15.16,"Laughter"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-18 Bombs Away Cafe\joke_6.eaf"
2.28,3.97,"Laughter"
5.99,8.461,"Laughter"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-18 Bombs Away Cafe\joke_7.eaf"
10.66,12.1,"Laughter"
20.995,21.935,"Giggling"
23.41,24.93,"Laughter"
25.585,26.295,"Giggling"
26.515,27.735,"Laughter"
28.7,29.97,"Laughter"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-18 Bombs Away Cafe\joke_8.eaf"
2.15,3.61,"Laughter"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-18 Bombs Away Cafe\joke_9.eaf"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-19 Singu-hilarity\joke_0.eaf"
11.67,13.213,"Laughter"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-19 Singu-hilarity\joke_1.eaf"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-19 Singu-hilarity\joke_10.eaf"
4.0,5.5,"Laughter"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-19 Singu-hilarity\joke_11.eaf"
13.79,15.63,"Laughter"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-19 Singu-hilarity\joke_12.eaf"
6.61,8.54,"Chuckle"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-19 Singu-hilarity\joke_13.eaf"
24.75,25.158,"Laughter"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-19 Singu-hilarity\joke_14.eaf"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-19 Singu-hilarity\joke_15.eaf"
0.0,0.73,"Laughter"
10.79,11.82,"Chuckles (?)"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-19 Singu-hilarity\joke_16.eaf"
10.04,11.32,"Laughter"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-19 Singu-hilarity\joke_17.eaf"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-19 Singu-hilarity\joke_18.eaf"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-19 Singu-hilarity\joke_19.eaf"
4.61,5.49,"Laughter"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-19 Singu-hilarity\joke_2.eaf"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-19 Singu-hilarity\joke_20.eaf"
6.17,7.27,"Laughter"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-19 Singu-hilarity\joke_21.eaf"
3.36,3.94,"Laughter"
5.385,6.075,"Laughter"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-19 Singu-hilarity\joke_22.eaf"
6.43,7.97,"Laughter"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-19 Singu-hilarity\joke_23.eaf"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-19 Singu-hilarity\joke_24.eaf"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-19 Singu-hilarity\joke_25.eaf"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-19 Singu-hilarity\joke_26.eaf"
12.3,13.26,"Laughter"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-19 Singu-hilarity\joke_27.eaf"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-19 Singu-hilarity\joke_28.eaf"
11.2,12.32,"Laughter"
16.525,17.345,"Laughter"
19.4,20.64,"Laughter"
24.44,25.04,"Laughter"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-19 Singu-hilarity\joke_29.eaf"
9.88,10.794,"Laughter"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-19 Singu-hilarity\joke_3.eaf"
10.1,11.43,"Laughter"
14.65,15.34,"Chuckle"
19.61,22.113,"Laughter"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-19 Singu-hilarity\joke_30.eaf"
16.53,17.48,"Laughter"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-19 Singu-hilarity\joke_31.eaf"
7.24,7.893,"Laughter"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-19 Singu-hilarity\joke_32.eaf"
3.17,4.64,"Laughter"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-19 Singu-hilarity\joke_33.eaf"
20.36,21.58,"Laughter"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-19 Singu-hilarity\joke_34.eaf"
8.01,9.54,"Laughter"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-19 Singu-hilarity\joke_35.eaf"
11.19,12.32,"Laughter"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-19 Singu-hilarity\joke_36.eaf"
0.0,0.61,"Laughter"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-19 Singu-hilarity\joke_37.eaf"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-19 Singu-hilarity\joke_38.eaf"
0.0,1.55,"Laughter"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-19 Singu-hilarity\joke_39.eaf"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-19 Singu-hilarity\joke_4.eaf"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-19 Singu-hilarity\joke_40.eaf"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-19 Singu-hilarity\joke_41.eaf"
3.2,7.242,"Applause"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-19 Singu-hilarity\joke_5.eaf"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-19 Singu-hilarity\joke_6.eaf"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-19 Singu-hilarity\joke_7.eaf"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-19 Singu-hilarity\joke_8.eaf"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-19 Singu-hilarity\joke_9.eaf"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-22 Class Performance\joke_0.eaf"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-22 Class Performance\joke_1.eaf"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-22 Class Performance\joke_10.eaf"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-22 Class Performance\joke_11.eaf"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-22 Class Performance\joke_12.eaf"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-22 Class Performance\joke_13.eaf"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-22 Class Performance\joke_14.eaf"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-22 Class Performance\joke_15.eaf"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-22 Class Performance\joke_16.eaf"
0.0,0.99,"Laughter"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-22 Class Performance\joke_17.eaf"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-22 Class Performance\joke_18.eaf"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-22 Class Performance\joke_19.eaf"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-22 Class Performance\joke_2.eaf"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-22 Class Performance\joke_20.eaf"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-22 Class Performance\joke_3.eaf"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-22 Class Performance\joke_4.eaf"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-22 Class Performance\joke_5.eaf"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-22 Class Performance\joke_6.eaf"
4.41,5.5,"Chuckles"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-22 Class Performance\joke_7.eaf"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-22 Class Performance\joke_8.eaf"
7.41,8.908,"Laughter"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-22 Class Performance\joke_9.eaf"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-05-16 Bombs Away Cafe\joke_0.eaf"
10.742,12.45,"Laughter"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-05-16 Bombs Away Cafe\joke_1.eaf"
18.52,19.6,"Laughter"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-05-16 Bombs Away Cafe\joke_2.eaf"
9.08,10.9,"Laughter"
13.945,14.985,"Laughter"
17.72,20.03,"Laughter"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-05-16 Bombs Away Cafe\joke_3.eaf"
0.0,1.02,"Laughter"
11.51,12.2,"Laughter"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-05-16 Bombs Away Cafe\joke_4.eaf"
21.92,22.559,"Laughter"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-05-16 Bombs Away Cafe\joke_5.eaf"
8.65,9.995,"Laughter"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-05-16 Bombs Away Cafe\joke_6.eaf"
9.58,10.01,"Chuckle"
15.29,16.85,"Laughter"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-05-16 Bombs Away Cafe\joke_7.eaf"
2.86,4.58,"Laughter"
9.975,10.708,"Laughter"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-05-16 Bombs Away Cafe\joke_8.eaf"
2.97,7.99,"Applause"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-06-19 Trek Theater\Annotations\joke_0.eaf"
10.77,11.96,"Medium Laughter"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-06-19 Trek Theater\Annotations\joke_1.eaf"
6.73,7.34,"Quiet Laughter"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-06-19 Trek Theater\Annotations\joke_10.eaf"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-06-19 Trek Theater\Annotations\joke_11.eaf"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-06-19 Trek Theater\Annotations\joke_12.eaf"
4.183,5.666,"Laughter"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-06-19 Trek Theater\Annotations\joke_13.eaf"
3.0,4.125,"Laughter"
5.8,7.7,"Laughter"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-06-19 Trek Theater\Annotations\joke_14.eaf"
5.966,8.166,"Laughter"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-06-19 Trek Theater\Annotations\joke_15.eaf"
5.7,6.85,"Laughter"
14.3,15.8,"Laughter"
17.1,17.65,"Laughter (Close to end)"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-06-19 Trek Theater\Annotations\joke_16.eaf"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-06-19 Trek Theater\Annotations\joke_17.eaf"
9.533,10.733,"Laughter"
11.7,12.766,"Laughter"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-06-19 Trek Theater\Annotations\joke_18.eaf"
10.95,12.9,"Laughter"
15.45,17.1,"Laughter"
18.25,19.65,"Laughter"
20.675,22.425,"Laughter"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-06-19 Trek Theater\Annotations\joke_19.eaf"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-06-19 Trek Theater\Annotations\joke_2.eaf"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-06-19 Trek Theater\Annotations\joke_20.eaf"
15.1,17.5,"Laughter"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-06-19 Trek Theater\Annotations\joke_21.eaf"
2.7,5.442,"Laughter"
7.1,8.55,"Laughter"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-06-19 Trek Theater\Annotations\joke_22.eaf"
17.8,19.9,"Laughter"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-06-19 Trek Theater\Annotations\joke_23.eaf"
4.587,5.35,"Laughter"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-06-19 Trek Theater\Annotations\joke_24.eaf"
10.466,12.633,"Laughter"
18.657,19.791,"Laughter"
26.849,28.132,"Laughter"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-06-19 Trek Theater\Annotations\joke_25.eaf"
13.366,16.182,"Laughter"
26.799,27.883,"Laughter"
28.233,30.799,"Laughter"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-06-19 Trek Theater\Annotations\joke_26.eaf"
7.21,8.44,"Laughter"
12.54,16.99,"Laughter"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-06-19 Trek Theater\Annotations\joke_27.eaf"
2.399,4.377,"Laughter"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-06-19 Trek Theater\Annotations\joke_28.eaf"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-06-19 Trek Theater\Annotations\joke_29.eaf"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-06-19 Trek Theater\Annotations\joke_3.eaf"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-06-19 Trek Theater\Annotations\joke_30.eaf"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-06-19 Trek Theater\Annotations\joke_31.eaf"
2.65,7.725,"Applause"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-06-19 Trek Theater\Annotations\joke_4.eaf"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-06-19 Trek Theater\Annotations\joke_5.eaf"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-06-19 Trek Theater\Annotations\joke_6.eaf"
10.153,12.153,"Loud Laughter"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-06-19 Trek Theater\Annotations\joke_7.eaf"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-06-19 Trek Theater\Annotations\joke_8.eaf"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-06-19 Trek Theater\Annotations\joke_9.eaf"
10.099,11.833,"Laughter"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-06-20 Bombs Away Cafe\joke_0.eaf"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-06-20 Bombs Away Cafe\joke_1.eaf"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-06-20 Bombs Away Cafe\joke_10.eaf"
4.5,5.812,"Laughter(?)"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-06-20 Bombs Away Cafe\joke_11.eaf"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-06-20 Bombs Away Cafe\joke_12.eaf"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-06-20 Bombs Away Cafe\joke_13.eaf"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-06-20 Bombs Away Cafe\joke_2.eaf"
12.933,13.966,"Chuckle"
15.266,18.297,"Laughter"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-06-20 Bombs Away Cafe\joke_3.eaf"
2.137,3.887,"Laughter"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-06-20 Bombs Away Cafe\joke_4.eaf"
14.95,16.65,"Chuckle"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-06-20 Bombs Away Cafe\joke_5.eaf"
2.862,4.612,"Laughter"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-06-20 Bombs Away Cafe\joke_6.eaf"
18.5,20.15,"Laughter"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-06-20 Bombs Away Cafe\joke_7.eaf"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-06-20 Bombs Away Cafe\joke_8.eaf"
10.733,12.066,"Laughter"
18.066,21.199,"Laughter"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-06-20 Bombs Away Cafe\joke_9.eaf"
15.5,17.52,"Laughter"
20.2,22.44,"Laughter"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-08-15 Bombs Away Cafe\joke_0.eaf"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-08-15 Bombs Away Cafe\joke_1.eaf"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-08-15 Bombs Away Cafe\joke_10.eaf"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-08-15 Bombs Away Cafe\joke_11.eaf"

"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-08-15 Bombs Away Cafe\joke_12.eaf"

