"#joke_0.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-13 Cienna Nerdy Show at The Drake\joke_0.eaf"
"#joke_19.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-13 Cienna Nerdy Show at The Drake\joke_19.eaf"

"#joke_2.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-13 Cienna Nerdy Show at The Drake\joke_2.eaf"
4.35	5.64	1.29	Laughter

"#joke_20.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-13 Cienna Nerdy Show at The Drake\joke_20.eaf"
5.84	7.58	1.74	Laughter
11.465	12.004	0.539	Laughter

"#joke_21.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-13 Cienna Nerdy Show at The Drake\joke_21.eaf"
7.58	8.63	1.05	Laughter

"#joke_22.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-13 Cienna Nerdy Show at The Drake\joke_22.eaf"
1.94	3.3	1.36	Laughter

"#joke_23.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-13 Cienna Nerdy Show at The Drake\joke_23.eaf"
0.0	1.06	1.06	Laughter

"#joke_24.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-13 Cienna Nerdy Show at The Drake\joke_24.eaf"

"#joke_25.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-13 Cienna Nerdy Show at The Drake\joke_25.eaf"

"#joke_26.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-13 Cienna Nerdy Show at The Drake\joke_26.eaf"
10.363	12.09	1.727	Laughter
17.225	17.902	0.677	Laughter
18.063	18.967	0.904	Laughter
19.08	22.112	3.032	Laughter
22.225	24.225	2.0	Laughter
24.467	26.435	1.968	Laughter
27.693	29.113	1.42	Laughter

"#joke_27.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-13 Cienna Nerdy Show at The Drake\joke_27.eaf"
9.47	10.182	0.712	Laughter

"#joke_28.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-13 Cienna Nerdy Show at The Drake\joke_28.eaf"
14.59	15.4	0.81	Laughter

"#joke_29.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-13 Cienna Nerdy Show at The Drake\joke_29.eaf"
5.74	7.23	1.49	Laughter

"#joke_3.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-13 Cienna Nerdy Show at The Drake\joke_3.eaf"
2.07	3.2	1.13	Laughter
6.0	6.99	0.99	Laughter
9.47	10.7	1.23	Laughter
13.54	14.88	1.34	Laughter
18.24	20.334	2.094	Laughter

"#joke_30.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-13 Cienna Nerdy Show at The Drake\joke_30.eaf"
3.29	4.91	1.62	Laughter

"#joke_31.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-13 Cienna Nerdy Show at The Drake\joke_31.eaf"
17.97	20.48	2.51	Laughter

"#joke_32.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-13 Cienna Nerdy Show at The Drake\joke_32.eaf"

"#joke_33.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-13 Cienna Nerdy Show at The Drake\joke_33.eaf"
7.83	9.613	1.783	Laughter

"#joke_34.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-13 Cienna Nerdy Show at The Drake\joke_34.eaf"
10.66	12.95	2.29	Laughter
17.85	19.68	1.83	Laughter

"#joke_35.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-13 Cienna Nerdy Show at The Drake\joke_35.eaf"

"#joke_36.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-13 Cienna Nerdy Show at The Drake\joke_36.eaf"
14.23	16.11	1.88	Laughter
19.435	20.665	1.23	Laughter
25.475	26.835	1.36	Chuckle

"#joke_37.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-13 Cienna Nerdy Show at The Drake\joke_37.eaf"
3.025	4.65	1.625	Laughter

"#joke_4.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-13 Cienna Nerdy Show at The Drake\joke_4.eaf"

"#joke_5.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-13 Cienna Nerdy Show at The Drake\joke_5.eaf"

"#joke_6.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-13 Cienna Nerdy Show at The Drake\joke_6.eaf"

"#joke_7.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-13 Cienna Nerdy Show at The Drake\joke_7.eaf"
1.98	3.36	1.38	Laughter

"#joke_8.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-13 Cienna Nerdy Show at The Drake\joke_8.eaf"

"#joke_9.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-13 Cienna Nerdy Show at The Drake\joke_9.eaf"
0.0	0.72	0.72	Laughter

"#joke_0.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-18 Bombs Away Cafe\joke_0.eaf"
3.17	5.23	2.06	Laughter
10.945	12.666	1.721	Laughter

"#joke_1.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-18 Bombs Away Cafe\joke_1.eaf"

"#joke_10.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-18 Bombs Away Cafe\joke_10.eaf"
7.17	8.04	0.87	Laughter
9.45	10.56	1.11	Laughter
14.03	15.28	1.25	Laughter
16.99	17.937	0.947	Laughter

"#joke_11.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-18 Bombs Away Cafe\joke_11.eaf"

"#joke_12.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-18 Bombs Away Cafe\joke_12.eaf"
0.0	0.41	0.41	Laughter
14.83	15.83	1.0	Laughter

"#joke_13.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-18 Bombs Away Cafe\joke_13.eaf"
5.79	6.51	0.72	Laughter

"#joke_14.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-18 Bombs Away Cafe\joke_14.eaf"
18.16	19.25	1.09	Laughter

"#joke_15.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-18 Bombs Away Cafe\joke_15.eaf"

"#joke_16.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-18 Bombs Away Cafe\joke_16.eaf"

"#joke_17.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-18 Bombs Away Cafe\joke_17.eaf"
0.0	1.04	1.04	Laughter
6.87	7.367	0.497	Laughter

"#joke_18.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-18 Bombs Away Cafe\joke_18.eaf"

"#joke_19.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-18 Bombs Away Cafe\joke_19.eaf"

"#joke_2.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-18 Bombs Away Cafe\joke_2.eaf"

"#joke_20.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-18 Bombs Away Cafe\joke_20.eaf"
3.322	8.749	5.427	Applause

"#joke_3.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-18 Bombs Away Cafe\joke_3.eaf"
22.27	22.998	0.728	Laughter

"#joke_4.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-18 Bombs Away Cafe\joke_4.eaf"

"#joke_5.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-18 Bombs Away Cafe\joke_5.eaf"
7.75	8.86	1.11	Giggle
12.87	15.16	2.29	Laughter

"#joke_6.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-18 Bombs Away Cafe\joke_6.eaf"
2.28	3.97	1.69	Laughter
5.99	8.461	2.471	Laughter

"#joke_7.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-18 Bombs Away Cafe\joke_7.eaf"
10.66	12.1	1.44	Laughter
20.995	21.935	0.94	Giggling
23.41	24.93	1.52	Laughter
25.585	26.295	0.71	Giggling
26.515	27.735	1.22	Laughter
28.7	29.97	1.27	Laughter

"#joke_8.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-18 Bombs Away Cafe\joke_8.eaf"
2.15	3.61	1.46	Laughter

"#joke_9.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-18 Bombs Away Cafe\joke_9.eaf"

"#joke_0.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-19 Singu-hilarity\joke_0.eaf"
11.67	13.213	1.543	Laughter

"#joke_1.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-19 Singu-hilarity\joke_1.eaf"

"#joke_10.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-19 Singu-hilarity\joke_10.eaf"
4.0	5.5	1.5	Laughter

"#joke_11.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-19 Singu-hilarity\joke_11.eaf"
13.79	15.63	1.84	Laughter

"#joke_12.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-19 Singu-hilarity\joke_12.eaf"
6.61	8.54	1.93	Chuckle

"#joke_13.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-19 Singu-hilarity\joke_13.eaf"
24.75	25.158	0.408	Laughter

"#joke_14.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-19 Singu-hilarity\joke_14.eaf"

"#joke_15.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-19 Singu-hilarity\joke_15.eaf"
0.0	0.73	0.73	Laughter
10.79	11.82	1.03	Chuckles (?)

"#joke_16.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-19 Singu-hilarity\joke_16.eaf"
10.04	11.32	1.28	Laughter

"#joke_17.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-19 Singu-hilarity\joke_17.eaf"

"#joke_18.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-19 Singu-hilarity\joke_18.eaf"

"#joke_19.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-19 Singu-hilarity\joke_19.eaf"
4.61	5.49	0.88	Laughter

"#joke_2.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-19 Singu-hilarity\joke_2.eaf"

"#joke_20.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-19 Singu-hilarity\joke_20.eaf"
6.17	7.27	1.1	Laughter

"#joke_21.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-19 Singu-hilarity\joke_21.eaf"
3.36	3.94	0.58	Laughter
5.385	6.075	0.69	Laughter

"#joke_22.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-19 Singu-hilarity\joke_22.eaf"
6.43	7.97	1.54	Laughter

"#joke_23.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-19 Singu-hilarity\joke_23.eaf"

"#joke_24.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-19 Singu-hilarity\joke_24.eaf"

"#joke_25.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-19 Singu-hilarity\joke_25.eaf"

"#joke_26.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-19 Singu-hilarity\joke_26.eaf"
12.3	13.26	0.96	Laughter

"#joke_27.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-19 Singu-hilarity\joke_27.eaf"

"#joke_28.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-19 Singu-hilarity\joke_28.eaf"
11.2	12.32	1.12	Laughter
16.525	17.345	0.82	Laughter
19.4	20.64	1.24	Laughter
24.44	25.04	0.6	Laughter

"#joke_29.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-19 Singu-hilarity\joke_29.eaf"
9.88	10.794	0.914	Laughter

"#joke_3.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-19 Singu-hilarity\joke_3.eaf"
10.1	11.43	1.33	Laughter
14.65	15.34	0.69	Chuckle
19.61	22.113	2.503	Laughter

"#joke_30.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-19 Singu-hilarity\joke_30.eaf"
16.53	17.48	0.95	Laughter

"#joke_31.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-19 Singu-hilarity\joke_31.eaf"
7.24	7.893	0.653	Laughter

"#joke_32.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-19 Singu-hilarity\joke_32.eaf"
3.17	4.64	1.47	Laughter

"#joke_33.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-19 Singu-hilarity\joke_33.eaf"
20.36	21.58	1.22	Laughter

"#joke_34.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-19 Singu-hilarity\joke_34.eaf"
8.01	9.54	1.53	Laughter

"#joke_35.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-19 Singu-hilarity\joke_35.eaf"
11.19	12.32	1.13	Laughter

"#joke_36.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-19 Singu-hilarity\joke_36.eaf"
0.0	0.61	0.61	Laughter

"#joke_37.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-19 Singu-hilarity\joke_37.eaf"

"#joke_38.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-19 Singu-hilarity\joke_38.eaf"
0.0	1.55	1.55	Laughter

"#joke_39.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-19 Singu-hilarity\joke_39.eaf"

"#joke_4.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-19 Singu-hilarity\joke_4.eaf"

"#joke_40.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-19 Singu-hilarity\joke_40.eaf"

"#joke_41.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-19 Singu-hilarity\joke_41.eaf"
3.2	7.242	4.042	Applause

"#joke_5.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-19 Singu-hilarity\joke_5.eaf"

"#joke_6.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-19 Singu-hilarity\joke_6.eaf"

"#joke_7.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-19 Singu-hilarity\joke_7.eaf"

"#joke_8.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-19 Singu-hilarity\joke_8.eaf"

"#joke_9.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-19 Singu-hilarity\joke_9.eaf"

"#joke_0.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-22 Class Performance\joke_0.eaf"

"#joke_1.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-22 Class Performance\joke_1.eaf"

"#joke_10.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-22 Class Performance\joke_10.eaf"

"#joke_11.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-22 Class Performance\joke_11.eaf"

"#joke_12.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-22 Class Performance\joke_12.eaf"

"#joke_13.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-22 Class Performance\joke_13.eaf"

"#joke_14.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-22 Class Performance\joke_14.eaf"

"#joke_15.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-22 Class Performance\joke_15.eaf"

"#joke_16.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-22 Class Performance\joke_16.eaf"
0.0	0.99	0.99	Laughter

"#joke_17.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-22 Class Performance\joke_17.eaf"

"#joke_18.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-22 Class Performance\joke_18.eaf"

"#joke_19.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-22 Class Performance\joke_19.eaf"

"#joke_2.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-22 Class Performance\joke_2.eaf"

"#joke_20.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-22 Class Performance\joke_20.eaf"

"#joke_3.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-22 Class Performance\joke_3.eaf"

"#joke_4.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-22 Class Performance\joke_4.eaf"

"#joke_5.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-22 Class Performance\joke_5.eaf"

"#joke_6.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-22 Class Performance\joke_6.eaf"
4.41	5.5	1.09	Chuckles

"#joke_7.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-22 Class Performance\joke_7.eaf"

"#joke_8.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-22 Class Performance\joke_8.eaf"
7.41	8.908	1.498	Laughter

"#joke_9.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-04-22 Class Performance\joke_9.eaf"

"#joke_0.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-05-16 Bombs Away Cafe\joke_0.eaf"
10.742	12.45	1.708	Laughter

"#joke_1.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-05-16 Bombs Away Cafe\joke_1.eaf"
18.52	19.6	1.08	Laughter

"#joke_2.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-05-16 Bombs Away Cafe\joke_2.eaf"
9.08	10.9	1.82	Laughter
13.945	14.985	1.04	Laughter
17.72	20.03	2.31	Laughter

"#joke_3.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-05-16 Bombs Away Cafe\joke_3.eaf"
0.0	1.02	1.02	Laughter
11.51	12.2	0.69	Laughter

"#joke_4.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-05-16 Bombs Away Cafe\joke_4.eaf"
21.92	22.559	0.639	Laughter

"#joke_5.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-05-16 Bombs Away Cafe\joke_5.eaf"
8.65	9.995	1.345	Laughter

"#joke_6.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-05-16 Bombs Away Cafe\joke_6.eaf"
9.58	10.01	0.43	Chuckle
15.29	16.85	1.56	Laughter

"#joke_7.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-05-16 Bombs Away Cafe\joke_7.eaf"
2.86	4.58	1.72	Laughter
9.975	10.708	0.733	Laughter

"#joke_8.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-05-16 Bombs Away Cafe\joke_8.eaf"
2.97	7.99	5.02	Applause

"#joke_0.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-06-19 Trek Theater\Annotations\joke_0.eaf"
10.77	11.96	1.19	Medium Laughter

"#joke_1.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-06-19 Trek Theater\Annotations\joke_1.eaf"
6.73	7.34	0.61	Quiet Laughter

"#joke_10.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-06-19 Trek Theater\Annotations\joke_10.eaf"

"#joke_11.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-06-19 Trek Theater\Annotations\joke_11.eaf"

"#joke_12.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-06-19 Trek Theater\Annotations\joke_12.eaf"
4.183	5.666	1.483	Laughter

"#joke_13.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-06-19 Trek Theater\Annotations\joke_13.eaf"
3.0	4.125	1.125	Laughter
5.8	7.7	1.9	Laughter

"#joke_14.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-06-19 Trek Theater\Annotations\joke_14.eaf"
5.966	8.166	2.2	Laughter

"#joke_15.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-06-19 Trek Theater\Annotations\joke_15.eaf"
5.7	6.85	1.15	Laughter
14.3	15.8	1.5	Laughter
17.1	17.65	0.55	Laughter (Close to end)

"#joke_16.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-06-19 Trek Theater\Annotations\joke_16.eaf"

"#joke_17.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-06-19 Trek Theater\Annotations\joke_17.eaf"
9.533	10.733	1.2	Laughter
11.7	12.766	1.066	Laughter

"#joke_18.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-06-19 Trek Theater\Annotations\joke_18.eaf"
10.95	12.9	1.95	Laughter
15.45	17.1	1.65	Laughter
18.25	19.65	1.4	Laughter
20.675	22.425	1.75	Laughter

"#joke_19.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-06-19 Trek Theater\Annotations\joke_19.eaf"

"#joke_2.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-06-19 Trek Theater\Annotations\joke_2.eaf"

"#joke_20.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-06-19 Trek Theater\Annotations\joke_20.eaf"
15.1	17.5	2.4	Laughter

"#joke_21.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-06-19 Trek Theater\Annotations\joke_21.eaf"
2.7	5.442	2.742	Laughter
7.1	8.55	1.45	Laughter

"#joke_22.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-06-19 Trek Theater\Annotations\joke_22.eaf"
17.8	19.9	2.1	Laughter

"#joke_23.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-06-19 Trek Theater\Annotations\joke_23.eaf"
4.587	5.35	0.763	Laughter

"#joke_24.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-06-19 Trek Theater\Annotations\joke_24.eaf"
10.466	12.633	2.167	Laughter
18.657	19.791	1.134	Laughter
26.849	28.132	1.283	Laughter

"#joke_25.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-06-19 Trek Theater\Annotations\joke_25.eaf"
13.366	16.182	2.816	Laughter
26.799	27.883	1.084	Laughter
28.233	30.799	2.566	Laughter

"#joke_26.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-06-19 Trek Theater\Annotations\joke_26.eaf"
7.21	8.44	1.23	Laughter
12.54	16.99	4.45	Laughter

"#joke_27.eaf"
"#E:\GitHub\CapstoneWork\Mid-Joke Laughter Annotations\2019-06-19 Trek Theater\Annotations\joke_27.eaf"
2.399	4.377	1.978	Laughter

"#joke_28.eaf"
